time,open,high,low,close
2023-07-31,1957.94,1972.23,1952.79,1963.95
2023-08-01,1963.88,1964.6,1941.29,1952.15
2023-08-02,1951.66,1954.55,1933.44,1935.98
2023-08-03,1936.11,1938.79,1929.75,1935.65
2023-08-04,1935.89,1946.07,1930.41,1942.51
2023-08-06,1942.51,1942.51,1942.51,1942.51
2023-08-07,1944.78,1944.78,1931.69,1936.64
2023-08-08,1936.82,1937.1,1922.81,1925.56
2023-08-09,1925.49,1932.23,1913.4,1916.62
2023-08-10,1916.56,1929.52,1910.9,1912.35
2023-08-11,1912.34,1920.83,1911.7,1913.56
2023-08-13,1913.46,1915.1,1911.6,1913.69
2023-08-14,1913.67,1915.97,1902.7,1907.48
2023-08-15,1907.53,1911.34,1896.69,1901.52
2023-08-16,1901.31,1907.1,1891.2,1893.27
2023-08-17,1893.17,1902.96,1884.7,1891.35
2023-08-18,1891.29,1896.06,1886.8,1889.28
2023-08-20,1889.28,1889.28,1889.28,1889.28
2023-08-22,1900.07,1904.25,1889.68,1898.45
2023-08-23,1898.46,1920.13,1897.7,1917.92
2023-08-24,1917.95,1923.01,1912.04,1915.7
2023-08-25,1915.69,1922.25,1903.4,1914.64
2023-08-27,1914.1,1915.97,1913.9,1915.02
2023-08-28,1915.12,1925.79,1913.1,1921.09
2023-08-29,1921.21,1938.02,1914.53,1936.14
2023-08-30,1936.2,1948.7,1934.7,1944.18
2023-08-31,1944.15,1947.63,1938.4,1939.94
2023-09-01,1939.79,1952.29,1934.61,1939.87
2023-09-03,1939.87,1939.87,1939.87,1939.87
2023-09-04,1941.33,1946.15,1936.8,1937.58
2023-09-05,1937.46,1938.89,1924.7,1926.54
2023-09-06,1926.6,1929.04,1915.34,1917.03
2023-09-07,1917.05,1923.36,1915.7,1920.05
2023-09-08,1920.13,1929.41,1917.52,1918.95
2023-09-09,1918.95,1918.95,1918.95,1918.95
2023-09-10,1920.4,1920.41,1917.2,1918.82
2023-09-11,1918.91,1930.45,1918.4,1921.55
2023-09-12,1921.52,1924.23,1907.87,1912.86
2023-09-13,1912.83,1915.7,1906.36,1909.17
2023-09-14,1909.08,1912.74,1900.5,1909.76
2023-09-15,1909.78,1930.27,1909.1,1923.56
2023-09-17,1925.2,1925.2,1921.9,1923.2
2023-09-18,1923.17,1934.44,1922.2,1934.02
2023-09-19,1934.27,1937.15,1929.5,1931.33
2023-09-20,1931.34,1947.34,1927.7,1929.33
2023-09-21,1929.42,1930.35,1913.9,1921.3
2023-09-22,1921.47,1928.85,1920.6,1925.2
2023-09-24,1925.23,1927.85,1923.7,1924.68
2023-09-25,1924.74,1926.95,1914.5,1916.17
2023-09-26,1916.1,1916.37,1898.7,1901.53
2023-09-27,1901.5,1903.46,1871.8,1877.56
2023-09-28,1877.46,1879.31,1857.2,1866.58
2023-09-29,1866.56,1879.23,1845.9,1848.58
2023-10-01,1848.46,1850.2,1845.4,1848.31
2023-10-02,1848.38,1848.81,1820.53,1824.92
2023-10-03,1824.72,1832.91,1814.7,1823.41
2023-10-04,1822.97,1829.64,1816.6,1822.63
2023-10-05,1822.58,1829.04,1813.13,1821.23
2023-10-06,1821.45,1834.44,1810.74,1832.19
2023-10-08,1832.46,1854.3,1827.8,1848.04
2023-10-09,1847.88,1863.39,1844.3,1862.52
2023-10-10,1862.82,1865.22,1853.39,1859.65
2023-10-11,1859.83,1876.87,1858.67,1875.3
2023-10-12,1875.37,1884.34,1867.8,1870.66
2023-10-13,1870.59,1932.65,1870.21,1931.46
2023-10-15,1932.9,1932.9,1921.07,1925.81
2023-10-16,1925.4,1925.94,1908.43,1919.27
2023-10-17,1919.46,1931.12,1912.4,1924.63
2023-10-18,1924.77,1962.41,1923.86,1950.69
2023-10-19,1950.94,1979.4,1944.9,1976.65
2023-10-20,1977,1997.03,1971.4,1981.2
2023-10-22,1972.35,1978.28,1969.5,1971.45
2023-10-23,1970.62,1982.7,1964.52,1973.52
2023-10-24,1973.59,1980.45,1953.9,1972.79
2023-10-25,1972.82,1986.62,1963.41,1982.91
2023-10-26,1982.93,1993.2,1972.1,1984.33
2023-10-27,1984.24,2009.09,1976.69,2005.92
2023-10-29,2008.1,2008.11,1997.66,2002.72
2023-10-30,2002.49,2006.6,1990.91,1995.41
2023-10-31,1995.01,2007.14,1979.94,1983.63
2023-11-01,1983.38,1991.82,1970.08,1985.02
2023-11-02,1984.88,1990.87,1978.9,1984.93
2023-11-03,1985.14,2003.9,1982.5,1992.34
2023-11-05,1993,1993,1987.09,1988.39
2023-11-06,1988.6,1993.01,1975,1976.66
2023-11-07,1976.51,1976.89,1956.61,1968.84
2023-11-08,1968.96,1970.89,1946.8,1950.77
2023-11-09,1950.82,1965.54,1944.6,1959.08
2023-11-10,1959.4,1960.73,1933,1937.43
2023-11-12,1938.03,1942.99,1937.06,1940.2
2023-11-13,1940.04,1948.91,1932.29,1946.34
2023-11-14,1946.6,1969.76,1943.1,1962.46
2023-11-15,1962.16,1974.4,1955.81,1960.27
2023-11-16,1960.22,1987.7,1956.4,1982.32
2023-11-17,1982.18,1993.27,1978,1980.55
2023-11-19,1981,1981,1974.24,1974.24
2023-11-20,1975.73,1984.85,1965.55,1981.27
