time,open,high,low,close
2022-02-22,1909.49,1913.64,1891.75,1898.04
2022-02-23,1898.32,1911.48,1889.57,1910.6
2022-02-24,1910.77,1973.64,1880.63,1906.06
2022-02-25,1906.36,1921.06,1882.7,1889.02
2022-02-27,1888.62,1926.5,1888.31,1909.39
2022-02-28,1908.44,1919.01,1890.2,1906.09
2022-03-01,1906.16,1949.63,1901.2,1942.14
2022-03-02,1942.35,1947.38,1914.82,1928.81
2022-03-03,1928.84,1940.93,1922.1,1934.65
2022-03-04,1935.03,1971.36,1930.68,1969.91
2022-03-06,1971,1990.91,1970.02,1988.28
2022-03-07,1988.57,2002.33,1961.08,1998.48
2022-03-08,1999.03,2069.35,1980.94,2043.46
2022-03-09,2043.66,2058.76,1976.86,1989.76
2022-03-10,1989.91,2008.78,1970.5,1995.11
2022-03-11,1995.89,1996.83,1958.77,1987.4
2022-03-13,1987.79,1988.9,1971.12,1973.95
2022-03-14,1973.68,1978.49,1949.36,1951.95
2022-03-15,1950.35,1951.95,1906.6,1917.92
2022-03-16,1917.19,1929.1,1895.19,1926.83
2022-03-17,1926.59,1949.47,1925.32,1943.7
2022-03-18,1943.74,1945.17,1917.79,1920.98
2022-03-20,1923.9,1925.86,1917.6,1918.37
2022-03-21,1918.25,1939.84,1918.25,1935.25
2022-03-22,1935.41,1938.2,1910.43,1919.17
2022-03-23,1919.48,1948.23,1915.2,1946.1
2022-03-24,1945.65,1965.93,1937.1,1959.07
2022-03-25,1959.45,1964.01,1943.86,1957.81
2022-03-27,1957.2,1959.09,1954.4,1957.17
2022-03-28,1957.27,1958.19,1917.4,1923.92
2022-03-29,1923.82,1928.72,1890.7,1916.41
2022-03-30,1916.13,1937.92,1915.97,1933.82
2022-03-31,1933.67,1949.15,1919.22,1936.66
2022-04-01,1936.7,1939.45,1918.01,1924.3
2022-04-03,1924.81,1925.42,1920.6,1924.55
2022-04-04,1924.55,1936.61,1916.15,1931.48
2022-04-05,1931.57,1944.17,1918.23,1920.52
2022-04-06,1920.17,1932.74,1915.7,1923.76
2022-04-07,1924.04,1937.61,1920,1933.02
2022-04-08,1932.87,1947.91,1927.85,1947.33
2022-04-10,1946.64,1946.94,1942.7,1944.2
2022-04-11,1943.99,1969.06,1939.5,1952.84
2022-04-12,1952.67,1978.28,1949.39,1965.94
2022-04-13,1965.96,1981.4,1962.4,1977.08
2022-04-14,1977.15,1980.21,1961.52,1972.9
2022-04-15,1972.91,1974.4,1972.9,1974.4
2022-04-17,1973.32,1987.97,1969.3,1986.71
2022-04-18,1985.12,1998.16,1975.5,1977.18
2022-04-19,1976.69,1981.77,1944.41,1949.73
2022-04-20,1949.48,1958.24,1939.48,1956.81
2022-04-21,1957.04,1957.24,1936.97,1950.97
2022-04-22,1950.68,1955.54,1926.63,1931.57
2022-04-24,1931.29,1934.28,1929.4,1932.56
2022-04-25,1932.75,1932.75,1891.11,1899.47
2022-04-26,1899.21,1910.73,1895.48,1906.43
2022-04-27,1906.61,1906.74,1881.48,1885.62
2022-04-28,1885.53,1896.54,1872.18,1895.56
2022-04-29,1895.63,1919.37,1893.8,1896.76
2022-05-01,1897.1,1899.81,1896.1,1896.97
2022-05-02,1897.67,1898.26,1855.3,1863.2
2022-05-03,1863.59,1878.08,1850.41,1868.32
2022-05-04,1867.8,1894.12,1860.8,1893.94
2022-05-05,1893.94,1909.69,1872.56,1874.32
2022-05-06,1874.51,1892.48,1866.23,1883.52
2022-05-08,1883.01,1885.44,1879.7,1881.18
2022-05-09,1881.39,1882.11,1851.9,1854.67
2022-05-10,1854.39,1865.27,1833.3,1833.49
2022-05-11,1833.43,1857.48,1831.9,1854.04
2022-05-12,1853.86,1858.73,1810.33,1820.4
2022-05-13,1821.29,1828.74,1799.17,1810.27
2022-05-15,1811.45,1814.54,1809.4,1813.1
2022-05-16,1812.49,1829.23,1787.05,1826.38
2022-05-17,1826.98,1835.93,1812.6,1814.54
2022-05-18,1814.67,1824.43,1807.34,1816.11
2022-05-19,1816.1,1849.13,1810.94,1842.09
2022-05-20,1841.7,1849.28,1832.61,1846.4
2022-05-22,1846.29,1852.58,1843.86,1845.96
2022-05-23,1845.7,1865.09,1845.7,1853.78
2022-05-24,1854.11,1869.59,1849.37,1867.35
2022-05-25,1867.61,1868.03,1843.11,1854
2022-05-26,1853.96,1854.24,1841.3,1852.96
2022-05-27,1851.8,1861.86,1848.01,1853.03
2022-05-29,1853.38,1853.76,1848,1849.77
2022-05-30,1849.64,1863.73,1848.66,1852.42
2022-05-31,1852.37,1857.05,1834.69,1836.31
2022-06-01,1836.2,1849.92,1828.1,1845.99
2022-06-02,1845.56,1870.54,1843.4,1869.73
2022-06-03,1869.91,1873.86,1846.9,1850.89
2022-06-05,1850.2,1853.21,1849.4,1851.72
2022-06-06,1851.91,1857.53,1838.2,1839.55
2022-06-07,1839.16,1855.42,1836.81,1853.53
2022-06-08,1853.63,1859.53,1844.71,1852.74
2022-06-09,1852.71,1855.32,1840.23,1847.02
2022-06-10,1847.12,1875.66,1825.97,1871.22
2022-06-12,1871.28,1878.56,1870,1876.68
2022-06-13,1876.47,1877.2,1811.36,1820.88
2022-06-14,1821.32,1831.29,1804.3,1810.89
2022-06-15,1810.84,1841.58,1808.73,1833.81
2022-06-16,1833.03,1857.45,1816.18,1850.9
2022-06-17,1851.34,1852.89,1834.15,1839.95
2022-06-19,1839.37,1840.17,1834.3,1838.28
2022-06-20,1838.47,1845.91,1834.8,1839.09
2022-06-21,1838.82,1843.49,1828.3,1831.26
2022-06-22,1830.95,1847.74,1823,1836.56
2022-06-23,1836.4,1844.69,1821.5,1824.66
2022-06-24,1824.6,1831.46,1817.17,1827.07
2022-06-26,1827.16,1836.12,1825.5,1830.85
2022-06-27,1830.5,1840.86,1819.73,1823.49
2022-06-28,1823.18,1829.31,1817.7,1818.37
2022-06-29,1818.42,1832.59,1813.07,1818.87
2022-06-30,1818.85,1824.39,1802.41,1806.58
2022-07-01,1806.52,1810.89,1784.59,1808.46
2022-07-03,1810.56,1810.83,1807.6,1808.18
2022-07-04,1808.39,1813.84,1803.89,1809.02
2022-07-05,1809.12,1812.03,1763.8,1769.31
2022-07-06,1768.82,1772.74,1731.6,1739.96
2022-07-07,1739.81,1748.93,1736.56,1741.84
2022-07-08,1741.94,1751.26,1733.5,1741.8
2022-07-10,1742.09,1744.51,1740.1,1742.03
2022-07-11,1742.08,1743.38,1730.9,1733.3
2022-07-12,1733.3,1739.29,1722.86,1725.32
2022-07-13,1725.32,1745.01,1705.6,1731.9
2022-07-14,1732.27,1733.48,1697.67,1711.62
2022-07-15,1712.11,1716.42,1699.2,1706.7
2022-07-17,1707.55,1710.5,1705.99,1710.24
2022-07-18,1709.93,1723.59,1706,1708.08
2022-07-19,1708.15,1718.17,1705.1,1709.87
2022-07-20,1710.12,1713.91,1692.97,1695.31
2022-07-21,1695.03,1720.2,1681.09,1718.45
2022-07-22,1718,1738.79,1712.86,1726.5
2022-07-24,1727.26,1727.26,1723.7,1724.62
2022-07-25,1725.31,1735.61,1714.21,1718.88
2022-07-26,1719.11,1727.93,1713.86,1717.85
2022-07-27,1718.04,1740.1,1712.04,1738.7
2022-07-28,1738.6,1757.04,1734.21,1754.93
2022-07-29,1755.02,1767.85,1752.31,1766.01
2022-07-31,1766.03,1766.03,1760.96,1762.29
2022-08-01,1761.7,1774.85,1758.44,1771.98
2022-08-02,1772.09,1787.91,1754.9,1756.66
2022-08-03,1757.16,1772.54,1754.5,1763.63
2022-08-04,1763.61,1794.76,1763.11,1793.14
2022-08-05,1793.25,1794.72,1765.28,1773.83
2022-08-07,1774.99,1774.99,1770.21,1774.22
2022-08-08,1774.19,1790.23,1771,1789.14
2022-08-09,1789.15,1799.67,1783.01,1793.98
2022-08-10,1793.98,1807.39,1786.8,1791.65
2022-08-11,1790.7,1799.11,1783.4,1789.01
2022-08-12,1788.8,1802.03,1784.5,1801.53
2022-08-14,1801.97,1802.1,1798.9,1799.22
2022-08-15,1799.12,1801.58,1772.32,1778.41
2022-08-16,1778.63,1782.99,1771.84,1775.37
2022-08-17,1775.35,1782.17,1759.98,1764.87
2022-08-18,1764.72,1772.12,1755.46,1758.45
2022-08-19,1758.36,1758.46,1744.7,1746.74
2022-08-21,1746.74,1746.74,1746.74,1746.74
2022-08-22,1743.3,1743.67,1727.5,1735.19
2022-08-23,1735.47,1753.98,1731.07,1746.03
2022-08-24,1746.24,1755.69,1742.76,1750.91
2022-08-25,1750.96,1765.31,1749.7,1756.53
2022-08-26,1756.42,1757.42,1733.63,1737.2
2022-08-28,1737.56,1739.6,1733.9,1734.59
2022-08-29,1733.81,1745.22,1719.71,1739.54
2022-08-30,1739.46,1740.46,1720.91,1723.24
2022-08-31,1723.17,1726.41,1705.68,1708.77
2022-09-01,1708.79,1708.79,1689,1697.4
2022-09-02,1696.3,1717.76,1695.6,1711.6
2022-09-04,1712.25,1712.25,1705.6,1708
2022-09-05,1707,1715.63,1707,1713.93
2022-09-06,1713.92,1725.88,1699.2,1703.38
2022-09-07,1703.28,1719.27,1690.87,1716.54
2022-09-08,1716.54,1728.03,1703.31,1710.58
2022-09-09,1710.6,1729.25,1709.14,1716.6
2022-09-11,1717.49,1734.9,1716.3,1718.4
2022-09-12,1717.38,1734.9,1711.7,1725.33
2022-09-13,1725.54,1731.62,1697.21,1702.04
2022-09-14,1702.06,1706.89,1692.9,1697.52
2022-09-15,1697.57,1697.7,1659.85,1662.33
2022-09-16,1661.6,1679.91,1653.61,1674.74
2022-09-18,1675.24,1679.89,1673.7,1677.86
2022-09-19,1677.6,1678.67,1659.57,1675.81
2022-09-20,1676.3,1679.13,1660.12,1666.38
2022-09-21,1666.19,1687.62,1654.6,1667.03
2022-09-22,1666.83,1684.72,1655.93,1671.81
2022-09-23,1672.6,1675.86,1639.6,1642.9
2022-09-25,1643.29,1645.57,1640,1643.86
2022-09-26,1643.1,1649.22,1620.84,1627.82
2022-09-27,1627.85,1641.96,1625.94,1628.72
2022-09-28,1628.44,1662.58,1615.04,1656.38
2022-09-29,1656.23,1665.14,1641.16,1663.41
2022-09-30,1664.67,1675.01,1658.61,1659.6
2022-10-02,1660.73,1665.02,1657.6,1664.24
2022-10-03,1663.29,1702.48,1659.21,1700.84
2022-10-04,1700.8,1729.1,1694.41,1725.54
2022-10-05,1724.84,1727.4,1700.1,1718.28
2022-10-06,1718.34,1725.24,1706.81,1711.42
2022-10-07,1711.88,1714.76,1689.34,1693.7
2022-10-09,1694.69,1699.71,1693.5,1696.59
2022-10-10,1695.99,1696.97,1664.37,1670.17
2022-10-11,1669.86,1683.93,1660.3,1663.9
2022-10-12,1664.65,1678.21,1661.01,1674.38
2022-10-13,1673.54,1682.21,1642.83,1662.81
2022-10-14,1662.3,1671.61,1639.81,1643.73
2022-10-16,1643.77,1647.62,1642.3,1647.62
2022-10-17,1646.7,1667.87,1645.71,1650.6
2022-10-18,1650.83,1660.71,1645.7,1652.32
2022-10-19,1652.42,1653.35,1626,1627.17
2022-10-20,1627.27,1645.31,1621.61,1626.89
2022-10-21,1627.29,1657.68,1617.47,1656.6
2022-10-23,1657.66,1669.1,1656.5,1661.36
2022-10-24,1660.4,1662.91,1643.96,1651.68
2022-10-25,1651.58,1660.95,1637.78,1652.73
2022-10-26,1652.67,1674.81,1648.26,1667.22
2022-10-27,1667.17,1670.71,1654.5,1661.74
2022-10-28,1662.02,1666.9,1637.34,1643.7
2022-10-30,1643.2,1645.32,1640.6,1643.48
2022-10-31,1642.15,1645.51,1630.9,1632.41
2022-11-01,1631.31,1656.93,1630.45,1646.76
2022-11-02,1646.8,1669.17,1631.01,1633.75
2022-11-03,1632.8,1640.76,1616.21,1629.67
2022-11-04,1629.89,1681.57,1628.6,1680.3
2022-11-06,1671.9,1681.11,1671.7,1672.59
2022-11-07,1672.78,1681.64,1665.1,1674.1
2022-11-08,1674.08,1716.79,1664.61,1711.44
2022-11-09,1711.05,1721.12,1700.51,1706.3
2022-11-10,1706.33,1756.98,1703.3,1751.31
2022-11-11,1752.1,1772.15,1746.51,1770.24
2022-11-13,1773.3,1773.3,1761.25,1763.34
2022-11-14,1762.4,1774.87,1753.47,1769.42
2022-11-15,1769.62,1786.05,1766.5,1780.66
2022-11-16,1781.27,1784.89,1769.6,1773.84
2022-11-17,1772.8,1774.53,1753.99,1759.85
2022-11-18,1760.26,1767.55,1746.5,1750.78
2022-11-20,1751.72,1752.38,1750.4,1752.2
2022-11-21,1751.3,1752.82,1732.11,1738.41
2022-11-22,1738.59,1749.48,1735.38,1741.09
2022-11-23,1741.33,1752.96,1729.8,1752.07
2022-11-24,1752.7,1758.52,1751.2,1755.35
2022-11-25,1755.64,1761.05,1745.2,1753.6
2022-11-27,1754.47,1757.39,1749.14,1750.75
2022-11-28,1750.67,1763.43,1738.51,1741.19
2022-11-29,1740.86,1758.84,1739.31,1748.66
2022-11-30,1748.62,1773.35,1746.5,1773.35
2022-12-01,1773.71,1804.32,1771.41,1802.18
2022-12-02,1802.35,1802.73,1778.65,1797.72
2022-12-04,1797.3,1799.25,1794.1,1798.98
2022-12-05,1797.6,1809.84,1764.87,1769.12
2022-12-06,1768.91,1780.82,1766.1,1770.99
2022-12-07,1770.71,1790.41,1767.91,1787.06
2022-12-08,1787.14,1794.58,1780.3,1789.1
2022-12-09,1789.19,1805.92,1787.58,1797.06
2022-12-11,1798.9,1798.9,1794.4,1794.8
2022-12-12,1794.79,1795.4,1776.91,1781.92
2022-12-13,1781.93,1824.15,1780.2,1809.58
2022-12-14,1809.61,1813.37,1796.65,1807.6
2022-12-15,1807.58,1807.77,1773.42,1776.43
2022-12-16,1776.09,1794.16,1774,1792.88
2022-12-18,1794.4,1794.4,1790.99,1790.99
2022-12-19,1790.08,1798.3,1783.41,1787.2
2022-12-20,1786.99,1820.66,1784.1,1817.15
2022-12-21,1817.23,1823.3,1810.97,1814.79
2022-12-22,1814.8,1820.3,1784.3,1792.31
2022-12-23,1793.52,1803.01,1790,1798.19
2022-12-25,1806.4,1806.41,1798.06,1806.41
2022-12-26,1806.41,1806.41,1797.89,1801.82
2022-12-27,1801.52,1832.77,1799.48,1812.36
2022-12-28,1812.27,1814.23,1796.74,1805.69
2022-12-29,1804.97,1819.95,1803.37,1814.01
2022-12-30,1814.98,1825.69,1812.81,1823.38
2023-01-01,1823.58,1826.51,1823.58,1826.51
2023-01-02,1825.69,1829.5,1822.9,1829.15
2023-01-03,1829.19,1849.88,1825.86,1836.47
2023-01-04,1836.37,1864.84,1836.21,1854.83
2023-01-05,1854.83,1858.83,1825.26,1832.66
2023-01-06,1832.57,1869.65,1831.3,1865.9
2023-01-08,1868.3,1869.73,1864.5,1869.52
2023-01-09,1869.4,1881.07,1867.13,1870.38
2023-01-10,1870.16,1880.45,1867.82,1877.18
2023-01-11,1877.17,1886.46,1867.34,1876.9
2023-01-12,1876.87,1901.41,1875.82,1897.99
2023-01-13,1897.89,1921.81,1892.3,1920.12
2023-01-15,1922.2,1922.2,1917.1,1917.19
2023-01-16,1917.48,1919.26,1911.34,1917.93
2023-01-17,1915.3,1916.51,1903.85,1908.69
2023-01-18,1908.76,1925.67,1896.1,1906.86
2023-01-19,1906.93,1934.97,1901.02,1931.96
2023-01-20,1929.68,1937.15,1920.6,1925.78
2023-01-22,1925.95,1928.99,1923.7,1927.18
2023-01-23,1922.22,1932.67,1911.61,1931.28
2023-01-24,1935.7,1939.18,1917.66,1937.01
2023-01-25,1925.9,1948.72,1920.06,1948.31
2023-01-26,1947.56,1948.84,1919.19,1930.33
2023-01-27,1927.44,1934.82,1917.6,1927.72
2023-01-29,1927.2,1928.67,1924.8,1928.65
2023-01-30,1925.47,1934.32,1920.73,1922.09
2023-01-31,1921.59,1930.88,1900.77,1927.31
2023-02-01,1928.03,1955.95,1920.84,1953.03
2023-02-02,1952.5,1959.59,1910.7,1914.79
2023-02-03,1915.18,1918.43,1861.5,1865.39
2023-02-05,1870.1,1870.1,1861.2,1865.24
2023-02-06,1865.56,1881.18,1863.36,1868.45
2023-02-07,1868.34,1883.76,1865.06,1872.94
2023-02-08,1872.64,1885.88,1869.11,1874.97
2023-02-09,1875.42,1889.77,1858.6,1862.23
2023-02-10,1861.96,1871.68,1852.76,1865.28
2023-02-13,1858.95,1866.15,1850.2,1854.34
2023-02-14,1854.15,1869.19,1843.57,1854.94
2023-02-15,1854.94,1859.98,1830.72,1836.51
2023-02-16,1836.51,1845.12,1827.82,1834.22
2023-02-17,1833.04,1843.46,1819,1842.34
2023-02-19,1846.1,1846.1,1837.9,1838.59
2023-02-20,1838.79,1847.34,1836.5,1841.65
2023-02-21,1840.82,1843.66,1829.6,1835.5
2023-02-22,1835.59,1845.59,1823.47,1825.02
2023-02-23,1825.01,1833.41,1817.8,1823.24
2023-02-24,1823.16,1827.65,1809,1810.67
2023-02-26,1817.1,1817.1,1810.72,1811.8
2023-02-27,1811.72,1820,1806.69,1817.08
2023-02-28,1817.13,1830.86,1805.73,1825.49
2023-03-01,1825.07,1844.03,1823.01,1836.51
2023-03-02,1836.5,1838.66,1830.02,1837.66
2023-03-03,1838.44,1856.3,1837.1,1855.18
2023-03-05,1858.3,1858.31,1852.16,1852.19
2023-03-06,1852.31,1857.96,1844.8,1846.29
2023-03-07,1845.36,1851.36,1812.5,1813.82
2023-03-08,1813.78,1823.95,1809.2,1815.12
2023-03-09,1815.07,1835.09,1811.9,1831.37
2023-03-10,1831.48,1869.82,1827.71,1867.05
2023-03-12,1869.6,1893.75,1866.99,1877.59
2023-03-13,1876.65,1914.4,1871.59,1912.13
2023-03-14,1911.76,1913.93,1896.25,1903.02
2023-03-15,1902.45,1937.02,1886.09,1921.03
2023-03-16,1921.46,1932.68,1907.66,1921.3
2023-03-17,1921.34,1988.78,1918.48,1987.46
2023-03-19,1988.78,2009.79,1975.4,1976.55
2023-03-20,1976.47,2009.23,1966.12,1976.52
2023-03-21,1977.26,1984.78,1935.51,1942.81
2023-03-22,1943.12,1977.88,1934.65,1969.57
2023-03-23,1969.94,2003.22,1966.58,1991.23
2023-03-24,1991.37,2002.82,1974.7,1978.42
2023-03-26,1981.7,1981.7,1969.54,1975.72
2023-03-27,1975.63,1978.3,1944.42,1958.02
2023-03-28,1958.2,1975.09,1948.5,1971.86
2023-03-29,1972.27,1972.73,1958.79,1963.15
2023-03-30,1963.1,1983.9,1955.6,1978.39
2023-03-31,1978.21,1986.75,1966.89,1969.22
2023-04-02,1969.3,1972.95,1957.54,1957.65
2023-04-03,1957.54,1990.39,1949.8,1984.77
2023-04-04,1984.6,2024.8,1977.2,2021.6
2023-04-05,2021.48,2031.9,2011.36,2020.23
2023-04-06,2020.34,2020.87,2000.4,2007.56
2023-04-07,2007.05,2007.24,2007.05,2007.24
2023-04-09,2020.3,2020.3,1991.22,2005.49
2023-04-10,2005.17,2005.71,1981.92,1992.37
2023-04-11,1992.3,2007.13,1988.4,2004.63
2023-04-12,2004.87,2027.23,2001.2,2018.09
2023-04-13,2018.1,2047.65,2015.3,2039.89
2023-04-14,2039.56,2047.27,1992.31,2004.11
2023-04-16,2004.03,2022.75,1998.3,2002.8
2023-04-17,2002.62,2014.83,1981.46,1993.9
2023-04-18,1993.87,2011.58,1991.37,2005.48
2023-04-19,2005.74,2007.9,1969.4,1993.6
2023-04-20,1993.63,2012.1,1990.59,2004.97
2023-04-21,2005.27,2005.38,1972.01,1982.91
2023-04-23,2001.9,2001.9,1981.1,1984.59
2023-04-24,1984.62,1996.39,1974.76,1995.35
2023-04-25,1994.97,2003.6,1975.91,2000.07
2023-04-26,2000.44,2008.06,1983.51,1991.62
2023-04-27,1991.52,2003.07,1975.03,1986.97
2023-04-28,1987.17,1994.59,1977.07,1989.44
2023-04-30,1989.42,2008.25,1986.2,1986.72
2023-05-01,1986.95,2005.35,1977.12,1981.13
2023-05-02,1981.63,2018.94,1978.5,2015.84
2023-05-03,2015.1,2071.32,2008.9,2051.93
2023-05-04,2052.78,2059.39,2030.77,2049.8
2023-05-05,2049.79,2052.75,1999.63,2016.58
2023-05-07,2016.67,2050.25,2014,2015.95
2023-05-08,2015.8,2029.18,2015.23,2021.22
2023-05-09,2021,2037.46,2019,2036.27
2023-05-10,2036.57,2048.01,2021.61,2031.36
2023-05-11,2031.21,2039.93,2011.07,2016.24
2023-05-12,2016.37,2022.06,2000.91,2010.86
2023-05-14,2010.6,2026.59,2007.21,2009.72
2023-05-15,2009.53,2021.82,2008.63,2014.35
2023-05-16,2014.35,2018.21,1984.7,1989.5
2023-05-17,1988.8,1992.87,1975.2,1982.62
2023-05-18,1982.62,1985.76,1951.8,1958.3
2023-05-19,1958.38,1983.42,1954.03,1977.58
2023-05-21,1980.1,1981.36,1977.51,1980.73
2023-05-22,1981.07,1982.32,1969,1969.58
2023-05-23,1969.94,1977.35,1954.4,1975
2023-05-24,1975.19,1984.92,1956.4,1959.9
2023-05-25,1960.03,1964.62,1938.6,1940.37
2023-05-26,1948.96,1951.22,1938.85,1946.07
2023-05-28,1946.6,1946.6,1941.1,1943.85
2023-05-29,1944.04,1949.6,1940.26,1941.55
2023-05-30,1941.54,1963.42,1932.11,1958.6
2023-05-31,1958.5,1974.38,1953.6,1966.31
2023-06-01,1966.22,1983,1952.7,1976.87
2023-06-02,1977.15,1983.42,1947.4,1948
2023-06-04,1950.6,1950.6,1946.6,1949.3
2023-06-05,1949.27,1963.88,1938.21,1961.24
2023-06-06,1961.4,1966.2,1954.43,1963.2
2023-06-07,1963.29,1969.82,1939,1944.39
2023-06-08,1944.36,1969.81,1942.71,1965.33
2023-06-09,1965.2,1971.94,1956.93,1960.49
2023-06-11,1963.1,1963.1,1957.5,1959.83
2023-06-12,1960.09,1966.78,1949.49,1959.86
2023-06-13,1959.98,1969.47,1940.1,1943.93
2023-06-14,1944.19,1959.7,1939.66,1945.16
2023-06-15,1944.8,1960.13,1926.21,1958.25
2023-06-16,1958.23,1967.8,1953.5,1957.5
2023-06-18,1957.45,1961.4,1955.9,1956.94
2023-06-19,1957,1958.49,1947.8,1952.32
2023-06-20,1952.39,1956.39,1929,1937.17
2023-06-21,1935.9,1939.08,1920.19,1933.78
2023-06-22,1933.91,1934.15,1912.4,1914.43
2023-06-23,1914.47,1936.57,1910.2,1920.79
2023-06-25,1927.3,1927.3,1920.51,1925.29
2023-06-26,1925.22,1933.18,1920.4,1922.37
2023-06-27,1922.57,1930.04,1910.6,1915.42
2023-06-28,1915.26,1916.98,1903.46,1909.64
2023-06-29,1909.47,1913,1893.16,1908.76
2023-06-30,1908.71,1922.61,1900.57,1919.2
2023-07-02,1920.3,1920.3,1917.46,1918.11
2023-07-03,1917.7,1930.5,1910.11,1921.17
2023-07-04,1921.07,1930.53,1919.5,1926.23
2023-07-05,1926.34,1934.83,1914.1,1916.69
2023-07-06,1916.75,1927.32,1902.85,1911.58
2023-07-07,1911.5,1934.62,1909.4,1925.53
2023-07-09,1925.43,1927.99,1923.1,1924.82
2023-07-10,1924.99,1926.79,1912.72,1924.76
2023-07-11,1924.93,1938.2,1923.9,1933.19
2023-07-12,1933.28,1959.58,1932.9,1957.68
2023-07-13,1957.68,1963.21,1952.92,1959.88
2023-07-14,1960.34,1963.69,1951.1,1955.43
2023-07-16,1957.9,1957.9,1951.2,1953.21
2023-07-17,1953.1,1959.66,1945.93,1955.39
2023-07-18,1955.06,1984.1,1954.66,1977.43
2023-07-19,1977.59,1980.79,1970.1,1977.65
2023-07-20,1977.55,1987.32,1965.43,1972.07
2023-07-21,1972.14,1973.68,1958.08,1961.6
2023-07-23,1962.3,1962.76,1960.1,1961.11
2023-07-24,1961.19,1967.68,1952.8,1954.37
2023-07-25,1954.29,1966.13,1951.96,1965.29
2023-07-26,1965.37,1977.72,1961.8,1971.98
2023-07-27,1971.97,1981.93,1942.1,1947.37
2023-07-28,1947.32,1963.46,1946,1959
2023-07-30,1961.7,1961.7,1956.9,1957.96
